Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Variant Image,Status
ld-p152-cap-coriandoli,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/122_b.jpg,2,Cap „Coriandoli“,,
ld-p152-cap-coriandoli,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/122_a_v2.jpg,3,Cap „Coriandoli“,,
ld-p153-strick-polo-maglia,Strick-Polo „Maglia“,"<p>p153</p><p><strong>Gut zu wissen:</strong> Gestickte Gold-Wortmarke mit den vier Quadraten. Wollwaschgang, liegend trocknen.</p><p><strong>Material:</strong> Feine Merinowolle</p>",LA DOCCIA,Mode,"Mode,oberteile,herren,KI-Bild",TRUE,Größe,S,,,LD-P153-S,,shopify,25,deny,manual,159,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/153_a.jpg,1,Strick-Polo „Maglia“,,active
ld-p153-strick-polo-maglia,,,,,,,,M,,,LD-P153-M,,shopify,25,deny,manual,159,TRUE,TRUE,,,,,
ld-p153-strick-polo-maglia,,,,,,,,L,,,LD-P153-L,,shopify,25,deny,manual,159,TRUE,TRUE,,,,,
ld-p153-strick-polo-maglia,,,,,,,,XL,,,LD-P153-XL,,shopify,25,deny,manual,159,TRUE,TRUE,,,,,
ld-p153-strick-polo-maglia,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/153_a_v2.jpg,2,Strick-Polo „Maglia“,,
ld-p153-strick-polo-maglia,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/153_a_v3.jpg,3,Strick-Polo „Maglia“,,
ld-p154-blazer-sartoria,Blazer „Sartoria“,"<p>p154</p><p><strong>Gut zu wissen:</strong> Tailliert geschnitten, voll gefüttert. Nur Reinigung.</p><p><strong>Material:</strong> Woll-Mix, gefüttert</p>",LA DOCCIA,Mode,"Mode,jacken,damen,KI-Bild",TRUE,Größe,XS,,,LD-P154-XS,,shopify,25,deny,manual,299,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/154_a.jpg,1,Blazer „Sartoria“,,active
ld-p154-blazer-sartoria,,,,,,,,S,,,LD-P154-S,,shopify,25,deny,manual,299,TRUE,TRUE,,,,,
ld-p154-blazer-sartoria,,,,,,,,M,,,LD-P154-M,,shopify,25,deny,manual,299,TRUE,TRUE,,,,,
ld-p154-blazer-sartoria,,,,,,,,L,,,LD-P154-L,,shopify,25,deny,manual,299,TRUE,TRUE,,,,,
ld-p154-blazer-sartoria,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/154_a_v2.jpg,2,Blazer „Sartoria“,,
ld-p154-blazer-sartoria,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/154_a_v3.jpg,3,Blazer „Sartoria“,,
ld-p155-mantel-cappotto,Mantel „Cappotto“,"<p>p155</p><p><strong>Gut zu wissen:</strong> Knielang, zwei Innentaschen. Nur Reinigung.</p><p><strong>Material:</strong> Weiche Wollmischung</p>",LA DOCCIA,Mode,"Mode,jacken,herren,KI-Bild",TRUE,Größe,S,,,LD-P155-S,,shopify,25,deny,manual,399,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/155_a.jpg,1,Mantel „Cappotto“,,active
ld-p155-mantel-cappotto,,,,,,,,M,,,LD-P155-M,,shopify,25,deny,manual,399,TRUE,TRUE,,,,,
ld-p155-mantel-cappotto,,,,,,,,L,,,LD-P155-L,,shopify,25,deny,manual,399,TRUE,TRUE,,,,,
ld-p155-mantel-cappotto,,,,,,,,XL,,,LD-P155-XL,,shopify,25,deny,manual,399,TRUE,TRUE,,,,,
ld-p155-mantel-cappotto,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/155_a_v2.jpg,2,Mantel „Cappotto“,,
ld-p155-mantel-cappotto,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/155_a_v3.jpg,3,Mantel „Cappotto“,,
ld-p156-seidentuch-quadrato,Seidentuch „Quadrato“,"<p>p156</p><p><strong>Gut zu wissen:</strong> 90 × 90 cm, handrollierter Saum. Nur Handwäsche kalt.</p><p><strong>Material:</strong> 100 % Seide</p>",LA DOCCIA,Mode,"Mode,acc,damen,KI-Bild",TRUE,Title,Default Title,,,LD-P156,,shopify,25,deny,manual,99,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/156_a.jpg,1,Seidentuch „Quadrato“,,active
ld-p156-seidentuch-quadrato,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/156_a_v2.jpg,2,Seidentuch „Quadrato“,,
ld-p156-seidentuch-quadrato,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/156_a_v3.jpg,3,Seidentuch „Quadrato“,,
ld-p157-chino-gamba,Chino „Gamba“,<p>p157</p><p><strong>Gut zu wissen:</strong> Goldener Quadrat-Nietenknopf. Bei 30 °C waschen.</p><p><strong>Material:</strong> Baumwoll-Twill mit Stretch</p>,LA DOCCIA,Mode,"Mode,hosen,herren,KI-Bild",TRUE,Größe,46,,,LD-P157-46,,shopify,25,deny,manual,149,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/157_a.jpg,1,Chino „Gamba“,,active
ld-p157-chino-gamba,,,,,,,,48,,,LD-P157-48,,shopify,25,deny,manual,149,TRUE,TRUE,,,,,
ld-p157-chino-gamba,,,,,,,,50,,,LD-P157-50,,shopify,25,deny,manual,149,TRUE,TRUE,,,,,
ld-p157-chino-gamba,,,,,,,,52,,,LD-P157-52,,shopify,25,deny,manual,149,TRUE,TRUE,,,,,
ld-p157-chino-gamba,,,,,,,,54,,,LD-P157-54,,shopify,25,deny,manual,149,TRUE,TRUE,,,,,
ld-p157-chino-gamba,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/157_a_v2.jpg,2,Chino „Gamba“,,
ld-p157-chino-gamba,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/157_a_v3.jpg,3,Chino „Gamba“,,
ld-p158-sneaker-passo,Sneaker „Passo“,"<p>p158</p><p><strong>Gut zu wissen:</strong> Cremefarbene Cupsohle, goldener Schriftzug. Mit Lederpflege behandeln.</p><p><strong>Material:</strong> Vollnarbiges Leder</p>",LA DOCCIA,Mode,"Mode,schuhe,herren,KI-Bild",TRUE,Größe,41,,,LD-P158-41,,shopify,25,deny,manual,249,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/158_a.jpg,1,Sneaker „Passo“,,active
ld-p158-sneaker-passo,,,,,,,,42,,,LD-P158-42,,shopify,25,deny,manual,249,TRUE,TRUE,,,,,
ld-p158-sneaker-passo,,,,,,,,43,,,LD-P158-43,,shopify,25,deny,manual,249,TRUE,TRUE,,,,,
ld-p158-sneaker-passo,,,,,,,,44,,,LD-P158-44,,shopify,25,deny,manual,249,TRUE,TRUE,,,,,
ld-p158-sneaker-passo,,,,,,,,45,,,LD-P158-45,,shopify,25,deny,manual,249,TRUE,TRUE,,,,,
ld-p158-sneaker-passo,,,,,,,,46,,,LD-P158-46,,shopify,25,deny,manual,249,TRUE,TRUE,,,,,
ld-p158-sneaker-passo,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/158_a_v2.jpg,2,Sneaker „Passo“,,
ld-p158-sneaker-passo,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/158_a_v3.jpg,3,Sneaker „Passo“,,
ld-p110-kinder-bademantel-nuvola,Kinder-Bademantel „Nuvola“,"<p>p110</p><p><strong>Gut zu wissen:</strong> Saugstarkes Frottee, aufgesetzte Taschen, Aufhänger im Kragen. Bei 60 °C waschbar.</p><p><strong>Material:</strong> 100 % Baumwolle (Frottee)</p>",LA DOCCIA,Textil,"Textil,maentel,kinder,KI-Bild",TRUE,Größe,98/104,,,LD-P110-98104,,shopify,25,deny,manual,44,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/110_a.jpg,1,Kinder-Bademantel „Nuvola“,,active
ld-p110-kinder-bademantel-nuvola,,,,,,,,110/116,,,LD-P110-110116,,shopify,25,deny,manual,44,TRUE,TRUE,,,,,
ld-p110-kinder-bademantel-nuvola,,,,,,,,122/128,,,LD-P110-122128,,shopify,25,deny,manual,44,TRUE,TRUE,,,,,
ld-p110-kinder-bademantel-nuvola,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/110_b.jpg,2,Kinder-Bademantel „Nuvola“,,
ld-p111-kinder-poncho-onda,Kinder-Poncho „Onda“,"<p>p111</p><p><strong>Gut zu wissen:</strong> Für Schwimmbad und Strand, trocknet schnell, eine Größe für 2–6 Jahre. Bei 60 °C waschbar.</p><p><strong>Material:</strong> 100 % Baumwolle</p>",LA DOCCIA,Textil,"Textil,tuecher,kinder,KI-Bild",TRUE,Title,Default Title,,,LD-P111,,shopify,25,deny,manual,29,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/111_a.jpg,1,Kinder-Poncho „Onda“,,active
ld-p111-kinder-poncho-onda,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/111_b.jpg,2,Kinder-Poncho „Onda“,,
ld-p112-kinder-regenschirm-goccia,Kinder-Regenschirm „Goccia“,"<p>p112</p><p><strong>Gut zu wissen:</strong> Leichtgängig zu öffnen, abgerundete Spitzen, Ø 72 cm. Griff für kleine Hände.</p>",LA DOCCIA,Mode,"Mode,acc,kinder,KI-Bild",TRUE,Title,Default Title,,,LD-P112,,shopify,25,deny,manual,22,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/112_a.jpg,1,Kinder-Regenschirm „Goccia“,,active
ld-p112-kinder-regenschirm-goccia,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/112_b.jpg,2,Kinder-Regenschirm „Goccia“,,
ld-p112-kinder-regenschirm-goccia,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/112_a_v2.jpg,3,Kinder-Regenschirm „Goccia“,,
ld-p112-kinder-regenschirm-goccia,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/112_a_v3.jpg,4,Kinder-Regenschirm „Goccia“,,
ld-p113-eau-de-parfum-quattro-50-ml,"Eau de Parfum „Quattro“, 50 ml","<p>p113</p><p><strong>Gut zu wissen:</strong> 13 % Duftölanteil, hält 7–9 Stunden. Design geschützt, Erstveröffentlichung dokumentiert.</p>",LA DOCCIA,Parfümerie,"Parfümerie,edp,KI-Bild",TRUE,Title,Default Title,,,LD-P113,,shopify,25,deny,manual,159,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/113_a.jpg,1,"Eau de Parfum „Quattro“, 50 ml",,active
ld-p113-eau-de-parfum-quattro-50-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/113_b.jpg,2,"Eau de Parfum „Quattro“, 50 ml",,
ld-p113-eau-de-parfum-quattro-50-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/113_c.jpg,3,"Eau de Parfum „Quattro“, 50 ml",,
ld-p160-eau-de-parfum-quattro-vetro-50-ml,"Eau de Parfum „Quattro Vetro“, 50 ml",<p>p160</p><p><strong>Gut zu wissen:</strong> Satinierte Glas-Edition — dieselbe Duftkomposition wie „Quattro“. Design geschützt.</p>,LA DOCCIA,Parfümerie,"Parfümerie,edp,KI-Bild",TRUE,Title,Default Title,,,LD-P160,,shopify,25,deny,manual,159,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/113_glas_a.jpg,1,"Eau de Parfum „Quattro Vetro“, 50 ml",,active
ld-p160-eau-de-parfum-quattro-vetro-50-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/113_glas_b.jpg,2,"Eau de Parfum „Quattro Vetro“, 50 ml",,
ld-p160-eau-de-parfum-quattro-vetro-50-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/113_glas_c.jpg,3,"Eau de Parfum „Quattro Vetro“, 50 ml",,
ld-p114-eau-de-parfum-cubo-50-ml,"Eau de Parfum „Cubo“, 50 ml","<p>p114</p><p><strong>Gut zu wissen:</strong> 12 % Duftölanteil, hält 6–8 Stunden. Steht wie ein Designobjekt im Regal — genau so gedacht.</p>",LA DOCCIA,Parfümerie,"Parfümerie,edp,KI-Bild",TRUE,Title,Default Title,,,LD-P114,,shopify,25,deny,manual,139,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/114_a.jpg,1,"Eau de Parfum „Cubo“, 50 ml",,active
ld-p114-eau-de-parfum-cubo-50-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/114_b.jpg,2,"Eau de Parfum „Cubo“, 50 ml",,
ld-p114-eau-de-parfum-cubo-50-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/114_c.jpg,3,"Eau de Parfum „Cubo“, 50 ml",,
ld-p164-eau-de-parfum-cubo-vetro-50-ml,"Eau de Parfum „Cubo Vetro“, 50 ml",<p>p164</p><p><strong>Gut zu wissen:</strong> Satinierte Glas-Edition — dieselbe Duftkomposition wie „Cubo“. Design geschützt.</p>,LA DOCCIA,Parfümerie,"Parfümerie,edp,KI-Bild",TRUE,Title,Default Title,,,LD-P164,,shopify,25,deny,manual,139,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/114_glas_a.jpg,1,"Eau de Parfum „Cubo Vetro“, 50 ml",,active
ld-p164-eau-de-parfum-cubo-vetro-50-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/114_glas_b.jpg,2,"Eau de Parfum „Cubo Vetro“, 50 ml",,
ld-p164-eau-de-parfum-cubo-vetro-50-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/114_glas_c.jpg,3,"Eau de Parfum „Cubo Vetro“, 50 ml",,
ld-p116-plateau-sneaker-nuvola,Plateau-Sneaker „Nuvola“,"<p>p116</p><p><strong>Gut zu wissen:</strong> Geprägtes LA DOCCIA an der Ferse, vier gestickte Quadrate am Schaft. Sohle abwischbar, Obermaterial imprägniert.</p><p><strong>Material:</strong> Canvas, Gummisohle</p>",LA DOCCIA,Mode,"Mode,schuhe,damen,KI-Bild",TRUE,Größe,36,Farbe,Weiß,LD-P116-36-WEI,,shopify,25,deny,manual,179,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_a.jpg,1,Plateau-Sneaker „Nuvola“,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_a.jpg,active
ld-p116-plateau-sneaker-nuvola,,,,,,,,36,,Türkis,LD-P116-36-TÜR,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_tuerkis.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,36,,Gelb,LD-P116-36-GEL,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_gelb.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,37,,Weiß,LD-P116-37-WEI,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_a.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,37,,Türkis,LD-P116-37-TÜR,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_tuerkis.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,37,,Gelb,LD-P116-37-GEL,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_gelb.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,38,,Weiß,LD-P116-38-WEI,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_a.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,38,,Türkis,LD-P116-38-TÜR,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_tuerkis.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,38,,Gelb,LD-P116-38-GEL,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_gelb.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,39,,Weiß,LD-P116-39-WEI,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_a.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,39,,Türkis,LD-P116-39-TÜR,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_tuerkis.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,39,,Gelb,LD-P116-39-GEL,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_gelb.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,40,,Weiß,LD-P116-40-WEI,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_a.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,40,,Türkis,LD-P116-40-TÜR,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_tuerkis.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,40,,Gelb,LD-P116-40-GEL,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_gelb.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,41,,Weiß,LD-P116-41-WEI,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_a.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,41,,Türkis,LD-P116-41-TÜR,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_tuerkis.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,41,,Gelb,LD-P116-41-GEL,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_gelb.jpg,
ld-p116-plateau-sneaker-nuvola,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_a_v2.jpg,2,Plateau-Sneaker „Nuvola“,,
ld-p116-plateau-sneaker-nuvola,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/116_a_v3.jpg,3,Plateau-Sneaker „Nuvola“,,
ld-p117-handtasche-quadra,Handtasche „Quadra“,"<p>p117</p><p><strong>Gut zu wissen:</strong> Goldene Hardware, Magnetverschluss, Innenfach mit Reißverschluss.</p><p><strong>Material:</strong> Genarbtes Leder, Baumwollfutter</p>",LA DOCCIA,Mode,"Mode,taschen,damen,KI-Bild",TRUE,Farbe,Gold,,,LD-P117-GOL,,shopify,25,deny,manual,349,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/117_neu_a.jpg,1,Handtasche „Quadra“,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/117_neu_a.jpg,active
ld-p117-handtasche-quadra,,,,,,,,Schwarz,,,LD-P117-SCH,,shopify,25,deny,manual,349,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/117_naht-schwarz.jpg,
ld-p117-handtasche-quadra,,,,,,,,Grün,,,LD-P117-GRÜ,,shopify,25,deny,manual,349,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/117_naht-gruen.jpg,
ld-p117-handtasche-quadra,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/117_neu_a_v2.jpg,2,Handtasche „Quadra“,,
ld-p117-handtasche-quadra,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/117_neu_a_v3.jpg,3,Handtasche „Quadra“,,
ld-p118-t-shirt-essenziale,T-Shirt „Essenziale“,"<p>p118</p><p><strong>Gut zu wissen:</strong> Vorgewaschen, verstärkte Schulternähte, Rippkragen mit türkiser Linie. Bei 30 °C waschen.</p><p><strong>Material:</strong> 100 % Bio-Baumwolle, 220 g/m²</p>",LA DOCCIA,Mode,"Mode,oberteile,herren,KI-Bild",TRUE,Größe,S,,,LD-P118-S,,shopify,25,deny,manual,79,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/118_a.jpg,1,T-Shirt „Essenziale“,,active
ld-p118-t-shirt-essenziale,,,,,,,,M,,,LD-P118-M,,shopify,25,deny,manual,79,TRUE,TRUE,,,,,
ld-p118-t-shirt-essenziale,,,,,,,,L,,,LD-P118-L,,shopify,25,deny,manual,79,TRUE,TRUE,,,,,
ld-p118-t-shirt-essenziale,,,,,,,,XL,,,LD-P118-XL,,shopify,25,deny,manual,79,TRUE,TRUE,,,,,
ld-p118-t-shirt-essenziale,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/118_b.jpg,2,T-Shirt „Essenziale“,,
ld-p118-t-shirt-essenziale,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/118_video.mp4,3,T-Shirt „Essenziale“,,
ld-p118-t-shirt-essenziale,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/118_a_v2.jpg,4,T-Shirt „Essenziale“,,
ld-p118-t-shirt-essenziale,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/118_a_v3.jpg,5,T-Shirt „Essenziale“,,
ld-p120-poloshirt-marina,Poloshirt „Marina“,"<p>p120</p><p><strong>Gut zu wissen:</strong> Formstabiler Kragen, seitliche Schlitze. Bei 30 °C waschen, in Form ziehen.</p><p><strong>Material:</strong> 100 % Piqué-Baumwolle</p>",LA DOCCIA,Mode,"Mode,oberteile,herren,KI-Bild",TRUE,Größe,S,,,LD-P120-S,,shopify,25,deny,manual,99,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/120_a.jpg,1,Poloshirt „Marina“,,active
ld-p120-poloshirt-marina,,,,,,,,M,,,LD-P120-M,,shopify,25,deny,manual,99,TRUE,TRUE,,,,,
ld-p120-poloshirt-marina,,,,,,,,L,,,LD-P120-L,,shopify,25,deny,manual,99,TRUE,TRUE,,,,,
ld-p120-poloshirt-marina,,,,,,,,XL,,,LD-P120-XL,,shopify,25,deny,manual,99,TRUE,TRUE,,,,,
ld-p120-poloshirt-marina,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/120_b.jpg,2,Poloshirt „Marina“,,
ld-p120-poloshirt-marina,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/120_a_v2.jpg,3,Poloshirt „Marina“,,
ld-p120-poloshirt-marina,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/120_a_v3.jpg,4,Poloshirt „Marina“,,
ld-p122-cap-quadro,Cap „Quadro“,"<p>p122</p><p><strong>Gut zu wissen:</strong> Goldene Metallschließe, größenverstellbar. Nicht waschen, feucht abwischen.</p><p><strong>Material:</strong> 100 % Baumwoll-Twill</p>",LA DOCCIA,Mode,"Mode,huete,herren,KI-Bild",TRUE,Farbe,Weiß,,,LD-P122-WEI,,shopify,25,deny,manual,69,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/122_weiss.jpg,1,Cap „Quadro“,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/122_weiss.jpg,active
ld-p122-cap-quadro,,,,,,,,Gelb,,,LD-P122-GEL,,shopify,25,deny,manual,69,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/122_gelb.jpg,
ld-p122-cap-quadro,,,,,,,,Türkis,,,LD-P122-TÜR,,shopify,25,deny,manual,69,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/122_tuerkis.jpg,
ld-p122-cap-quadro,,,,,,,,Violett,,,LD-P122-VIO,,shopify,25,deny,manual,69,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/122_violett.jpg,
ld-p122-cap-quadro,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/122_weiss_v2.jpg,2,Cap „Quadro“,,
ld-p122-cap-quadro,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/122_weiss_v3.jpg,3,Cap „Quadro“,,
